id_funcionario,departmento,regiao,educacao,genero,canal_recrutamento,numero_treinamentos,idade,aval_ano_anterior,tempo_servico,promovido
515,Contabilidade,Centro,Superior,M,Outsourcing,1,31,3,7,0
59366,RH,Nordeste,Superior,F,Indicado,1,26,5,3,0
40785,Marketing,Sul,,M,Outro,1,41,4,13,0
13510,Contabilidade,Sudeste,Mestrado ou Doutorado,F,Outsourcing,1,36,4,8,0
60120,Tecnologia,Norte,Superior,M,Outro,3,24,3,2,0
55968,Tecnologia,Sul,Superior,F,Outro,1,30,3,6,0
60848,Marketing,Sul,Superior,M,Outro,1,28,,1,0
48014,Logistica,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,37,5,10,0
11207,Finance,Nordeste,Superior,M,Outsourcing,1,25,3,2,0
1499,Marketing,Norte,Mestrado ou Doutorado,M,Outro,1,35,4,6,1
34732,Tecnologia,Sudeste,Superior,M,Outsourcing,1,30,3,4,0
50141,Contabilidade,Sul,Superior,F,Indicado,1,37,5,2,1
20198,Contabilidade,Nordeste,Mestrado ou Doutorado,F,Outro,2,37,4,8,0
29044,Logistica,Sudeste,Mestrado ou Doutorado,M,Outro,1,38,2,7,0
19043,Marketing,Nordeste,Superior,M,Outsourcing,1,33,5,6,0
32498,Logistica,Centro,Superior,F,Outsourcing,1,34,4,6,0
22868,Logistica,Nordeste,Superior,M,Outro,2,28,3,6,0
2536,Tecnologia,Nordeste,Superior,M,Outro,1,40,3,7,0
75839,Logistica,Sudeste,Superior,M,Outsourcing,1,35,5,9,0
74460,Marketing,Sudeste,,M,Outro,1,24,,1,0
62149,Analytics,Sudeste,Superior,M,Outsourcing,2,29,5,6,0
31671,Logistica,Sudeste,Superior,F,Outro,1,28,2,3,0
42149,Logistica,Sudeste,Superior,M,Outro,1,54,3,2,0
46199,Finance,Nordeste,Superior,M,Outro,1,28,,1,0
15668,Logistica,Sul,Mestrado ou Doutorado,M,Outsourcing,1,42,3,14,1
77431,Logistica,Centro,Superior,F,Outro,1,37,1,7,0
16982,Tecnologia,Sudeste,Mestrado ou Doutorado,M,Outro,1,37,3,5,0
8467,Tecnologia,Nordeste,Superior,M,Outsourcing,1,29,5,5,1
23882,Contabilidade,Sudeste,Superior,F,Outro,1,32,4,6,0
33580,Tecnologia,Sul,Superior,M,Indicado,1,55,5,13,0
78081,Marketing,Sudeste,,M,Outro,2,24,3,3,0
71353,Marketing,Sudeste,Mestrado ou Doutorado,F,Outsourcing,1,45,4,12,0
70733,Analytics,Sudeste,Superior,M,Outro,1,28,3,4,1
61265,Contabilidade,Norte,Superior,F,Outsourcing,2,34,3,6,0
35574,Analytics,Sudeste,,M,Outro,1,26,5,2,0
47724,Marketing,Norte,Mestrado ou Doutorado,M,Outro,1,38,3,12,0
21701,Tecnologia,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,37,5,10,0
465,Legal,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,36,3,4,0
2964,Contabilidade,Nordeste,Superior,F,Outro,1,28,,1,0
42239,Tecnologia,Nordeste,Mestrado ou Doutorado,M,Outro,1,39,5,13,0
21679,Marketing,Norte,Superior,M,Outro,1,34,5,8,0
24660,Tecnologia,Sudeste,Superior,F,Outsourcing,1,32,,1,0
5061,Contabilidade,Sul,Superior,M,Outro,2,37,3,5,0
12006,Contabilidade,Sul,Mestrado ou Doutorado,F,Outsourcing,1,57,5,27,0
40915,Logistica,Norte,Superior,M,Outro,1,39,3,6,0
54043,Marketing,Sul,Superior,F,Outro,1,50,2,12,0
9544,Marketing,Sul,Superior,M,Outsourcing,1,29,2,5,0
15500,Logistica,Sul,Mestrado ou Doutorado,F,Outro,1,35,4,8,0
17593,Tecnologia,Norte,Superior,M,Outsourcing,1,30,4,3,1
61635,Marketing,Sul,Superior,M,Indicado,1,35,4,7,0
59712,Tecnologia,Sul,Superior,M,Outro,1,27,3,2,0
35462,Legal,Nordeste,Superior,M,Outro,1,32,3,4,0
69058,Contabilidade,Sul,Mestrado ou Doutorado,F,Outro,1,52,5,11,0
12310,Marketing,Nordeste,Superior,F,Outsourcing,2,24,,1,0
13750,Marketing,Nordeste,Superior,M,Outro,4,29,1,6,0
37918,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,38,3,10,0
58732,Logistica,Sul,Superior,F,Outsourcing,1,44,4,7,1
3219,Logistica,Norte2,Superior,F,Outsourcing,1,31,3,5,0
13574,Logistica,Sudeste,Superior,M,Outsourcing,2,34,5,2,0
6903,Pesquisa,Sul,Superior,M,Outro,1,32,3,4,0
1347,Marketing,Nordeste,Superior,M,Outsourcing,1,38,3,12,0
32707,Logistica,Sul,Superior,M,Outsourcing,1,31,5,5,0
9598,Marketing,Sudeste,Superior,M,Outro,1,52,3,7,0
891,Marketing,Sul,Mestrado ou Doutorado,M,Outro,1,48,4,16,0
29132,Analytics,Nordeste,Superior,M,Outro,1,41,3,15,0
67697,Marketing,Sudeste,,M,Outsourcing,1,27,3,3,0
3460,Logistica,Sul,Superior,F,Outro,1,30,5,4,0
11223,Analytics,Sudeste,,M,Outro,1,29,5,4,1
1013,Analytics,Nordeste,,M,Outsourcing,2,27,5,1,0
62988,Contabilidade,Sul,Mestrado ou Doutorado,M,Outro,1,37,5,5,0
3064,Contabilidade,Sul,Superior,M,Outro,1,28,3,8,0
33144,Logistica,Sul,Superior,M,Indicado,1,38,3,9,0
70448,Analytics,Centro,Superior,M,Outro,1,27,3,3,0
73443,Contabilidade,Centro,Mestrado ou Doutorado,F,Outro,1,35,2,9,0
66322,Tecnologia,Nordeste,Mestrado ou Doutorado,M,Outro,2,33,5,5,0
43827,Logistica,Centro,Mestrado ou Doutorado,F,Outro,1,45,3,14,0
1244,Logistica,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,38,3,7,0
35118,Analytics,Nordeste,Superior,M,Outsourcing,1,32,1,7,0
69034,Marketing,Nordeste,Superior,M,Outsourcing,1,27,4,1,0
44474,Tecnologia,Norte,Mestrado ou Doutorado,F,Outsourcing,1,33,2,5,0
45540,Marketing,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,31,1,4,0
12961,Analytics,Nordeste,Superior,M,Outro,2,28,,1,0
48035,Logistica,Nordeste,Mestrado ou Doutorado,M,Outro,2,38,3,7,0
2146,Contabilidade,Sul,Superior,M,Outro,2,38,5,3,0
46170,Logistica,Nordeste,Mestrado ou Doutorado,F,Outro,1,35,1,5,0
48343,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,1,47,1,6,0
6348,Marketing,Sul,Superior,M,Outro,1,29,5,5,0
41328,Analytics,Sudeste,Superior,F,Outsourcing,1,29,3,2,0
19311,Marketing,Sudeste,Superior,M,Outro,1,35,4,8,0
39499,Analytics,Sul,Mestrado ou Doutorado,M,Outsourcing,1,35,2,3,0
51718,Contabilidade,Sul,Superior,M,Outro,1,26,1,3,0
5017,Logistica,Sul,Superior,F,Outsourcing,1,38,4,9,0
62453,Marketing,Sudeste,Superior,M,Outsourcing,1,31,2,5,0
67954,Marketing,Norte,,M,Outro,1,26,4,5,0
40218,Marketing,Sul,Superior,M,Outro,1,32,1,9,0
41706,Marketing,Sul,Superior,F,Outsourcing,1,29,,1,0
45515,Marketing,Sudeste,Superior,F,Outsourcing,1,39,3,10,1
65542,Logistica,Sul,Mestrado ou Doutorado,M,Outro,2,46,3,11,0
39939,Logistica,Sul,Superior,M,Outsourcing,1,47,3,6,0
26275,Logistica,Centro,Mestrado ou Doutorado,F,Outsourcing,1,41,1,10,0
47342,Logistica,Nordeste,Superior,F,Outro,2,29,5,5,0
6422,Marketing,Sudeste,Superior,M,Outro,1,41,3,6,0
54766,Logistica,Sul,Mestrado ou Doutorado,M,Outro,1,52,2,11,0
42020,Logistica,Sul,Superior,M,Outro,1,33,4,2,0
57488,RH,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,35,3,2,0
23157,Finance,Sul,Superior,M,Outsourcing,1,27,4,3,0
55247,Marketing,Sudeste,,M,Outro,2,33,1,2,0
41556,Contabilidade,Sul,Mestrado ou Doutorado,F,Outro,1,42,4,14,0
56727,Marketing,Norte0,Superior,M,Outro,1,35,3,3,0
47119,Pesquisa,Sudeste,Superior,M,Outsourcing,1,32,1,7,0
36123,Contabilidade,Sudeste,Superior,F,Outro,1,34,1,10,0
3721,Tecnologia,Sudeste,Superior,M,Outro,1,47,5,5,0
29524,Analytics,Norte,Superior,M,Outro,2,29,5,2,0
33858,Marketing,Sul,Superior,F,Outsourcing,1,45,3,5,0
29381,Tecnologia,Sudeste,Superior,M,Outro,1,37,4,7,0
54281,Marketing,Sudeste,Superior,F,Outsourcing,2,31,4,9,0
28287,Tecnologia,Sudeste,Superior,M,Outro,1,28,,1,0
33629,Marketing,Sudeste,Superior,M,Outsourcing,1,27,5,3,0
9687,Tecnologia,Nordeste,Superior,M,Outro,2,30,3,3,0
58018,Logistica,Nordeste,Superior,M,Outro,1,38,5,2,0
22987,Marketing,Centro,Superior,M,Outsourcing,1,25,4,3,0
6941,Contabilidade,Sul,Superior,F,Outro,1,25,5,2,0
65286,Marketing,Sudeste,Superior,M,Outro,1,33,4,9,0
34928,Tecnologia,Nordeste,Superior,M,Outsourcing,2,38,3,9,0
37463,Tecnologia,Sudeste,Superior,M,Outsourcing,1,52,4,19,0
43259,Analytics,Sudeste,Superior,M,Outsourcing,1,49,5,20,0
70864,Marketing,Sul,Superior,M,Outsourcing,1,46,3,4,0
57838,Marketing,Sul,Superior,F,Outro,1,35,1,9,0
64445,Tecnologia,Sudeste,Superior,F,Outro,1,43,5,16,0
39019,Tecnologia,Sul,Ensino Medio,F,Outro,1,21,4,2,0
60584,Marketing,Sul,Superior,M,Outro,2,31,,1,0
34168,Analytics,Nordeste,Superior,M,Outsourcing,2,30,1,5,1
32868,Marketing,Sudeste,Superior,M,Outro,1,39,3,5,0
72517,Logistica,Norte,Superior,M,Outro,1,31,3,3,0
38564,Contabilidade,Sul,Mestrado ou Doutorado,M,Outro,3,59,4,5,0
58964,Tecnologia,Sudeste,Superior,M,Outro,1,28,2,3,1
11158,Logistica,Norte,Superior,M,Outro,1,34,5,9,0
15733,Logistica,Sudeste,Mestrado ou Doutorado,M,Outro,1,39,4,4,0
68838,Logistica,Sul,Superior,F,Outsourcing,1,32,4,5,0
67271,RH,Nordeste,Superior,F,Outsourcing,1,33,3,6,0
36257,Tecnologia,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,35,1,10,0
52487,Marketing,Sul,Mestrado ou Doutorado,F,Outro,2,37,5,7,0
28672,Marketing,Sul,Superior,M,Outsourcing,1,38,3,8,0
25523,Marketing,Sul,Superior,M,Outro,1,26,3,3,0
69857,Finance,Sudeste,Superior,F,Outsourcing,1,31,3,6,0
61712,Logistica,Nordeste,Superior,F,Outsourcing,1,27,3,4,0
63698,Analytics,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,40,3,10,0
58783,Logistica,Sul,Superior,F,Outro,1,34,4,8,0
38440,Logistica,Nordeste,Superior,M,Outsourcing,2,26,,1,1
73148,Contabilidade,Sul,Mestrado ou Doutorado,M,Outro,1,41,2,9,0
3798,Logistica,Norte0,Superior,M,Outsourcing,1,32,3,7,0
63760,Marketing,Nordeste,Superior,M,Outsourcing,1,35,4,3,0
69320,Marketing,Sudeste,Superior,M,Outro,1,46,5,17,0
31465,Contabilidade,Sul,Mestrado ou Doutorado,M,Outsourcing,1,38,4,7,0
70636,Finance,Sul,Superior,M,Outsourcing,2,33,1,2,0
75706,Marketing,Sul,Superior,M,Outro,3,28,3,5,0
10463,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,32,5,4,0
64214,Analytics,Sul,Superior,M,Outro,1,46,5,3,0
62760,Tecnologia,Sudeste,Superior,M,Outsourcing,1,36,5,5,0
46172,Logistica,Nordeste,Superior,M,Outro,1,32,3,3,0
9883,Marketing,Sudeste,Superior,M,Outro,1,33,4,5,0
22302,Marketing,Sul,Mestrado ou Doutorado,M,Outro,2,53,2,7,0
76236,Tecnologia,Nordeste,Superior,F,Outro,1,28,4,4,1
77721,Marketing,Sudeste,Superior,M,Outsourcing,1,31,1,3,0
47511,Logistica,Sudeste,Mestrado ou Doutorado,M,Outro,1,55,3,7,0
59265,Tecnologia,Sul,Mestrado ou Doutorado,F,Outsourcing,1,34,4,6,0
55825,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,39,5,10,1
27813,Legal,Sul,Mestrado ou Doutorado,M,Outro,1,50,3,7,0
1889,Marketing,Sudeste,Superior,M,Outro,2,35,3,8,0
77355,Contabilidade,Sul,Superior,M,Outsourcing,1,32,3,4,0
38575,Contabilidade,Sul,Mestrado ou Doutorado,F,Outro,1,41,4,7,0
62643,Marketing,Sul,Superior,F,Outsourcing,1,30,3,7,0
10962,Logistica,Nordeste,Superior,M,Indicado,1,33,5,3,0
63876,Contabilidade,Sul,Mestrado ou Doutorado,M,Outsourcing,1,47,3,6,0
43464,Marketing,Sul,Superior,M,Outro,1,42,4,2,0
28615,Logistica,Sul,Superior,F,Outro,1,36,3,8,1
35414,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,1,37,4,8,0
41948,Marketing,Sul,Mestrado ou Doutorado,M,Outro,2,30,1,2,0
26202,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,47,3,5,0
49651,Tecnologia,Nordeste,Superior,M,Outsourcing,1,33,1,2,0
11088,Tecnologia,Nordeste,Superior,F,Outro,1,27,3,2,1
33750,Analytics,Sul,Superior,M,Outsourcing,1,37,5,3,0
19303,Tecnologia,Centro,Superior,F,Outro,1,28,3,3,0
5198,Marketing,Sul,Superior,M,Outro,2,41,3,9,0
57324,Finance,Nordeste,Superior,F,Outro,1,29,5,3,0
59189,Tecnologia,Sudeste,Superior,F,Outsourcing,2,50,4,22,0
51288,Marketing,Nordeste,Superior,M,Outsourcing,1,35,4,4,1
49630,Marketing,Sul,,M,Outro,1,47,3,7,0
62694,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,2,35,3,3,0
19693,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outro,5,40,3,4,0
36130,Tecnologia,Nordeste,Superior,M,Outro,1,44,4,13,0
25890,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,2,30,1,6,0
47522,Marketing,Sudeste,Superior,F,Outsourcing,1,34,4,7,0
75969,Analytics,Nordeste,Superior,F,Outsourcing,1,28,,1,1
56489,Tecnologia,Sudeste,Superior,F,Outsourcing,1,29,,1,0
45102,Analytics,Norte3,Mestrado ou Doutorado,M,Outro,1,35,3,4,0
63421,Marketing,Nordeste,Superior,F,Outsourcing,1,27,,1,0
34144,Marketing,Nordeste,Superior,M,Outro,2,29,,1,0
42570,Logistica,Sudeste,Superior,F,Outsourcing,2,33,5,7,1
17109,RH,Sul,Mestrado ou Doutorado,M,Outro,1,32,3,6,0
33815,Logistica,Sudeste,Superior,M,Outsourcing,1,36,3,10,0
44070,Logistica,Sudeste,Superior,M,Outro,1,57,4,12,0
16755,Contabilidade,Norte,Superior,F,Outro,1,31,2,5,0
70597,Logistica,Sudeste,Superior,M,Outro,1,34,4,9,0
4959,Logistica,Nordeste,Mestrado ou Doutorado,M,Outro,1,45,3,12,1
22119,Marketing,Norte,Superior,M,Outro,1,25,1,3,0
60859,Marketing,Sul,Superior,F,Outro,1,38,5,11,0
4157,Tecnologia,Sul,Superior,M,Outro,1,31,4,2,0
4550,Contabilidade,Norte,Mestrado ou Doutorado,F,Outsourcing,1,36,3,3,0
30010,Analytics,Nordeste,Superior,M,Outro,2,30,4,3,0
2024,Contabilidade,Sudeste,Superior,M,Outro,1,30,1,5,0
16935,Legal,Sudeste,Superior,F,Outsourcing,1,30,,1,0
10397,Marketing,Sul,Superior,M,Outro,1,25,,1,0
42964,Analytics,Norte,,M,Outro,2,30,3,1,0
25409,Marketing,Nordeste,Superior,M,Outro,1,29,4,6,0
37151,Logistica,Nordeste,Mestrado ou Doutorado,F,Outro,1,46,3,4,0
12602,Marketing,Sul,Superior,M,Outsourcing,1,31,3,4,0
45798,Finance,Nordeste,Superior,M,Outsourcing,1,25,4,2,0
36362,Logistica,Sudeste,Superior,F,Outro,1,33,4,6,0
3985,Tecnologia,Norte,Superior,M,Outro,1,26,2,2,0
36596,Logistica,Nordeste,Superior,F,Outsourcing,1,27,3,3,0
42040,Analytics,Sudeste,Mestrado ou Doutorado,M,Outro,2,30,3,4,0
38214,Logistica,Norte,Superior,M,Outro,1,28,,1,0
25713,Logistica,Sul,Superior,M,Outro,1,28,5,2,1
70450,Finance,Sul,Superior,M,Outro,1,31,1,4,0
54818,Logistica,Sudeste,Superior,F,Outro,1,26,3,2,0
40239,Logistica,Centro,Superior,M,Outsourcing,1,26,2,1,0
49899,Marketing,Sudeste,Superior,M,Outsourcing,1,30,5,6,0
49608,Marketing,Norte,Superior,F,Outsourcing,1,28,,1,0
42311,Legal,Sul,Superior,M,Outro,1,54,3,8,0
65517,Tecnologia,Nordeste,Superior,F,Outsourcing,1,26,5,2,1
70211,Contabilidade,Sul,Mestrado ou Doutorado,M,Outsourcing,1,41,5,12,0
53022,Finance,Sul,Superior,M,Outro,3,36,2,5,0
5982,Marketing,Nordeste,Superior,M,Outro,1,33,5,7,0
54136,Contabilidade,Sul,Superior,F,Outro,1,29,4,3,0
17325,Marketing,Nordeste,Superior,M,Outro,1,37,5,10,0
74834,Marketing,Norte0,Superior,M,Outro,1,29,4,4,0
19067,Marketing,Nordeste,Superior,M,Outro,3,27,4,4,0
25176,Marketing,Norte,Superior,M,Outsourcing,1,35,2,8,0
45729,Finance,Nordeste,Superior,F,Outro,1,26,5,2,1
17497,RH,Norte2,Superior,M,Outro,1,30,3,4,0
63133,Legal,Nordeste,Superior,M,Outro,1,31,1,5,0
41831,Analytics,Nordeste,,M,Outsourcing,1,29,5,6,0
50313,Analytics,Sul,Superior,M,Outro,1,28,3,2,0
43186,Analytics,Nordeste,Superior,M,Outsourcing,1,43,3,6,0
1724,Analytics,Nordeste,Mestrado ou Doutorado,M,Outro,1,46,3,17,0
47441,Logistica,Sul,Superior,M,Outsourcing,1,45,3,15,0
73505,Contabilidade,Sul,Superior,M,Outro,1,26,,1,0
39692,Marketing,Sul,Mestrado ou Doutorado,F,Outro,1,56,1,16,0
56068,RH,Sul,Superior,M,Outro,1,51,3,17,0
39731,Tecnologia,Sudeste,Superior,M,Outsourcing,1,27,,1,0
8024,Logistica,Sudeste,Superior,M,Outro,1,50,3,15,0
49474,Logistica,Sul,Superior,F,Outsourcing,1,39,4,8,1
3748,Marketing,Sul,Superior,M,Outro,1,42,3,16,0
48544,Contabilidade,Sul,Superior,M,Outsourcing,1,27,,1,0
16008,Logistica,Sul,Superior,M,Outsourcing,1,40,4,6,0
580,Logistica,Sul,Mestrado ou Doutorado,F,Outsourcing,3,44,4,15,0
24517,Finance,Sul,Superior,F,Outsourcing,1,34,3,9,0
9825,Marketing,Nordeste,,F,Outro,1,28,3,10,0
56144,Finance,Nordeste,Superior,M,Outro,1,28,3,6,1
46212,Marketing,Nordeste,,M,Outsourcing,1,27,1,3,0
4647,Logistica,Sul,Superior,M,Outsourcing,1,30,5,4,0
61307,Analytics,Sudeste,Superior,M,Outro,1,31,4,6,0
75599,Finance,Nordeste,Superior,M,Outsourcing,1,31,2,2,1
39260,Contabilidade,Sul,Superior,M,Outro,1,34,5,10,0
74174,Marketing,Nordeste,Superior,M,Outro,1,24,2,2,0
67912,Marketing,Sul,Superior,M,Outro,1,31,1,3,0
39860,Logistica,Nordeste,Superior,F,Outro,1,28,3,4,0
3887,Logistica,Sudeste,Mestrado ou Doutorado,M,Outsourcing,2,46,3,15,0
38734,Logistica,Norte2,Mestrado ou Doutorado,F,Outsourcing,1,37,5,8,1
66216,Contabilidade,Nordeste,Superior,F,Outro,1,27,2,2,0
26840,Marketing,Nordeste,Superior,F,Outro,2,27,2,2,0
65108,Pesquisa,Sul,Mestrado ou Doutorado,M,Outsourcing,2,50,4,16,0
22415,RH,Norte,Mestrado ou Doutorado,M,Outsourcing,1,34,3,7,0
64677,Marketing,Nordeste,Superior,M,Outsourcing,1,43,1,12,0
42796,Logistica,Sudeste,Superior,M,Outsourcing,1,44,5,16,0
47148,RH,Sudeste,Superior,M,Outro,1,30,5,5,0
61685,Marketing,Sul,Superior,M,Outro,1,42,3,13,0
22566,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outro,1,34,3,6,0
59028,Analytics,Sudeste,Superior,M,Outro,2,31,5,7,0
42008,Marketing,Nordeste,Superior,M,Outsourcing,1,50,1,19,0
48739,Logistica,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,38,4,7,0
36654,Marketing,Sul,Superior,M,Outro,1,49,3,8,1
67441,Tecnologia,Nordeste,Superior,M,Outro,1,27,3,5,1
18099,Finance,Sul,Superior,M,Outsourcing,1,37,3,9,0
36998,Logistica,Nordeste,Superior,F,Outro,1,30,4,5,1
57815,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outro,1,38,1,10,0
28915,Analytics,Norte,Superior,M,Outsourcing,1,27,1,3,0
37049,Logistica,Sudeste,Superior,F,Outro,1,28,5,2,0
23632,Analytics,Nordeste,,F,Outro,1,28,3,5,0
6101,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outro,1,44,3,13,0
68316,Marketing,Sul,Superior,M,Outro,1,53,3,7,0
32068,Logistica,Sul,Superior,M,Outro,3,35,4,6,0
49368,Contabilidade,Nordeste,Mestrado ou Doutorado,F,Outsourcing,1,41,4,9,1
59208,Contabilidade,Sul,Superior,M,Outro,2,30,3,7,0
34340,Marketing,Nordeste,Superior,M,Outro,1,45,5,16,0
24357,Logistica,Centro,Superior,M,Outsourcing,2,34,5,7,0
48159,Marketing,Nordeste,Mestrado ou Doutorado,M,Outsourcing,2,42,3,7,0
72692,Contabilidade,Sul,Mestrado ou Doutorado,F,Outro,1,51,4,18,0
40910,Contabilidade,Sul,Mestrado ou Doutorado,M,Outro,2,39,3,8,0
33881,Marketing,Sul,Superior,F,Outsourcing,1,32,3,6,0
27650,Finance,Nordeste,Superior,F,Outro,2,30,3,2,0
30631,Tecnologia,Norte3,Superior,M,Outsourcing,1,39,3,4,0
35293,Contabilidade,Sul,Mestrado ou Doutorado,F,Outsourcing,1,60,4,5,0
50403,Tecnologia,Nordeste,Superior,M,Outro,4,27,5,2,0
77107,Marketing,Nordeste,Superior,F,Outro,1,29,3,7,0
2444,Analytics,Sudeste,Superior,M,Outro,1,28,1,4,0
13671,Logistica,Norte,Mestrado ou Doutorado,M,Outro,1,52,5,9,0
73676,Marketing,Norte,Superior,M,Outsourcing,1,28,3,5,0
43037,Contabilidade,Centro,Superior,M,Outro,1,29,3,5,0
60581,Legal,Nordeste,Ensino Medio,M,Outsourcing,1,27,3,4,0
19819,Marketing,Sul,Superior,M,Outsourcing,1,27,4,3,0
49109,Logistica,Nordeste,Superior,M,Outro,2,32,5,6,0
27862,Marketing,Norte,Superior,M,Outsourcing,1,42,1,12,0
46523,Tecnologia,Centro,Mestrado ou Doutorado,F,Outro,1,42,1,10,0
59177,Contabilidade,Sul,Superior,F,Outro,1,29,2,6,0
15453,Logistica,Sul,Superior,F,Outsourcing,1,51,5,14,0
43134,Legal,Sul,Mestrado ou Doutorado,M,Outro,1,35,2,6,0
69029,Marketing,Sul,Superior,F,Outsourcing,1,43,2,4,0
27084,Finance,Sul,Mestrado ou Doutorado,M,Outsourcing,3,37,4,8,0
38136,Contabilidade,Norte0,Superior,F,Outro,1,32,3,5,0
29191,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,34,1,7,0
7533,Marketing,Nordeste,Superior,M,Outsourcing,1,28,,1,0
62553,Analytics,Sudeste,Superior,M,Outsourcing,1,36,3,3,0
15779,Tecnologia,Norte0,Superior,F,Outro,1,34,3,9,0
37401,Pesquisa,Sul,Mestrado ou Doutorado,M,Outsourcing,1,36,3,8,0
53717,Tecnologia,Norte,Mestrado ou Doutorado,F,Outsourcing,2,32,3,7,0
72699,Contabilidade,Sul,Superior,F,Outsourcing,1,59,2,13,0
12630,Marketing,Centro,Superior,M,Outsourcing,2,49,2,14,0
59057,Marketing,Nordeste,Superior,M,Outsourcing,2,30,3,4,0
35594,Logistica,Norte,Mestrado ou Doutorado,M,Outro,1,39,3,12,0
12965,Logistica,Sudeste,Superior,M,Outro,1,36,3,3,0
74045,Contabilidade,Norte,Superior,M,Outsourcing,1,29,4,4,0
44989,Tecnologia,Sul,Superior,M,Outro,1,30,3,4,0
77028,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,1,33,3,8,0
48388,Tecnologia,Nordeste,Mestrado ou Doutorado,M,Outro,1,34,3,4,0
27496,RH,Sudeste,Superior,M,Outro,1,30,3,7,0
9128,Tecnologia,Sul,Superior,M,Indicado,2,25,3,2,0
36504,Marketing,Nordeste,Superior,M,Outsourcing,1,29,4,6,0
8037,Logistica,Nordeste,Mestrado ou Doutorado,M,Outro,1,49,2,7,0
26170,Logistica,Sul,Mestrado ou Doutorado,M,Outsourcing,2,36,3,7,0
57325,Finance,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,32,3,5,0
64727,Marketing,Nordeste,Superior,M,Outro,3,32,4,5,0
76751,RH,Nordeste,Superior,M,Outsourcing,1,28,,1,0
6032,Logistica,Norte2,Superior,M,Outsourcing,1,32,3,4,0
59724,Logistica,Sul,Mestrado ou Doutorado,M,Outsourcing,1,46,3,7,0
62604,Marketing,Sul,Superior,M,Outsourcing,1,54,5,7,0
71605,Contabilidade,Sudeste,Mestrado ou Doutorado,F,Outro,1,32,3,6,0
357,Tecnologia,Sul,Superior,F,Outro,1,52,3,12,0
52166,Logistica,Sul,Superior,F,Outro,1,52,2,18,0
25347,Tecnologia,Norte3,Superior,M,Outsourcing,1,27,5,3,0
4483,Finance,Sul,Superior,M,Outro,1,28,1,6,0
3569,Contabilidade,Sudeste,Superior,F,Outro,1,32,4,6,0
65539,Contabilidade,Sul,Superior,M,Outsourcing,2,34,5,6,0
68762,Tecnologia,Sul,Superior,F,Outsourcing,1,52,2,18,0
6733,Marketing,Centro,Mestrado ou Doutorado,M,Outro,1,57,3,12,0
65102,Marketing,Nordeste,Superior,M,Outro,1,40,3,7,0
43180,Tecnologia,Sul,Superior,M,Outro,2,54,4,15,0
30007,Logistica,Nordeste,Superior,M,Outsourcing,1,28,,1,0
51393,Logistica,Sul,Superior,M,Outro,1,58,4,18,0
10001,Marketing,Sul,Mestrado ou Doutorado,F,Outro,1,36,3,6,0
15802,Marketing,Sul,Superior,F,Indicado,1,33,3,2,0
76942,Legal,Nordeste,Superior,M,Outro,1,29,,1,0
29032,Tecnologia,Centro,Superior,F,Outsourcing,1,27,,1,1
19708,RH,Norte2,Superior,M,Outro,1,31,5,6,0
31507,RH,Centro,Mestrado ou Doutorado,M,Outro,1,34,3,10,0
23314,Marketing,Sul,Superior,M,Outro,1,29,3,2,0
41008,Marketing,Nordeste,Mestrado ou Doutorado,F,Outsourcing,1,36,1,2,0
35038,Marketing,Nordeste,Superior,M,Outro,3,31,1,7,0
21104,Finance,Sul,Superior,F,Outro,1,46,3,6,0
4569,Marketing,Norte,Superior,M,Outsourcing,1,42,3,6,0
71091,Analytics,Nordeste,,M,Outro,1,23,,1,0
37564,Contabilidade,Nordeste,Superior,M,Outro,2,30,3,4,1
57219,Marketing,Sul,,M,Outro,1,28,5,3,0
29250,Logistica,Sul,Superior,M,Outsourcing,1,35,1,7,0
43665,Logistica,Norte,Mestrado ou Doutorado,M,Outsourcing,1,34,3,7,0
42218,Logistica,Sul,Superior,M,Outsourcing,1,37,2,5,0
1669,Analytics,Sul,Mestrado ou Doutorado,F,Outro,2,35,3,8,0
